Neighbourhood,Latitude,Longitude,Room_Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum_Nights,Maximum_Nights,Number_of_Reviews,Review_Score_Rating,South_Beach,North_Beach,Central_City,North_Valley,East_of_805,Beach,No_Beach,House_Apartment,Private_Room,Shared_Room
Old Town,32.75128,-117.19615,Entire home/apt,14,4.5,5,5,792,2,1125,16,100,0,0,1,0,0,0,1,1,0,0
Old Town,32.74952,-117.19409,Private room,1,1,1,1,37,30,182,1,60,0,0,1,0,0,0,1,0,1,0
Darnall,32.74717,-117.06362,Private room,1,1,1,1,30,1,1125,1,100,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.7671,-117.25211,Entire home/apt,15,4,5,8,507,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
Grantville,32.7863,-117.09998,Entire home/apt,6,2,2,3,192,2,1125,18,96,0,0,0,0,1,0,1,1,0,0
Old Town,32.74975,-117.18006,Entire home/apt,2,1,1,1,104,2,90,64,97,0,0,1,0,0,0,1,1,0,0
Grantville,32.7862,-117.09976,Entire home/apt,4,1,1,2,138,2,1125,11,76,0,0,0,0,1,0,1,1,0,0
Midtown,32.7428,-117.16541,Private room,2,1,1,1,72,1,1125,12,98,0,0,1,0,0,0,1,0,1,0
Grantville,32.78663,-117.09907,Entire home/apt,6,2,2,3,226,2,1125,16,96,0,0,0,0,1,0,1,1,0,0
Balboa Park,32.7326,-117.15888,Entire home/apt,15,3,6,7,471,1,365,13,97,0,0,1,0,0,0,1,1,0,0
Park West,32.73381,-117.16062,Entire home/apt,14,2,3,10,243,1,365,23,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.57503,-117.05511,Entire home/apt,8,1,2,2,104,2,30,18,99,0,1,0,0,0,1,0,1,0,0
Kensington,32.76344,-117.10896,Entire home/apt,4,1,1,2,99,2,15,35,100,0,0,0,0,1,0,1,1,0,0
Mira Mesa,32.92717,-117.1431,Private room,2,1,1,1,49,1,1125,14,95,0,0,0,0,1,0,1,0,1,0
North Clairemont,32.82955,-117.19715,Entire home/apt,8,2,4,4,369,2,1125,58,97,0,0,0,1,0,0,1,1,0,0
Egger Highlands,32.5833,-117.0998,Entire home/apt,4,1,2,3,138,2,30,30,98,1,0,0,0,0,1,0,1,0,0
East Village,32.71441,-117.15832,Entire home/apt,6,1,1,1,130,1,1125,52,90,0,0,1,0,0,0,1,1,0,0
East Village,32.71084,-117.15439,Entire home/apt,4,2,2,2,125,26,180,8,100,0,0,1,0,0,0,1,1,0,0
South Park,32.7283,-117.12372,Entire home/apt,3,1,1,1,99,2,1125,28,99,0,0,1,0,0,0,1,1,0,0
East Village,32.71361,-117.155,Entire home/apt,8,2.5,2,3,228,2,1125,49,95,0,0,1,0,0,0,1,1,0,0
East Village,32.71331,-117.1586,Entire home/apt,4,1,1,2,199,1,27,7,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77182,-117.25052,Entire home/apt,4,1,1,1,95,1,28,65,93,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85649,-117.25506,Entire home/apt,6,2.5,4,5,510,2,1125,13,98,0,1,0,0,0,1,0,1,0,0
College Area,32.75807,-117.07937,Entire home/apt,3,1,1,1,85,5,1125,3,100,0,0,0,0,1,0,1,1,0,0
Park West,32.73407,-117.16003,Entire home/apt,16,5,9,16,661,1,365,7,100,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.78239,-117.2522,Entire home/apt,6,1,2,3,223,1,29,79,96,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.77285,-117.25194,Entire home/apt,4,1,1,1,102,1,28,82,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7825,-117.25429,Entire home/apt,5,1,2,2,269,1,1125,75,96,0,1,0,0,0,1,0,1,0,0
Loma Portal,32.74411,-117.23425,Entire home/apt,4,1,2,3,89,1,1125,2,80,1,0,0,0,0,1,0,1,0,0
Egger Highlands,32.56835,-117.09792,Private room,2,2,1,1,72,2,1125,2,100,1,0,0,0,0,1,0,0,1,0
Wooded Area,32.72019,-117.23455,Entire home/apt,8,3.5,4,7,310,3,1125,7,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.76047,-117.25037,Entire home/apt,8,2,3,4,205,3,365,12,100,0,1,0,0,0,1,0,1,0,0
City Heights West,32.75262,-117.11579,Entire home/apt,2,1,1,0,120,3,1125,2,100,0,0,0,0,1,0,1,1,0,0
Midtown,32.7338,-117.17017,Entire home/apt,4,1,1,2,125,1,365,40,96,0,0,1,0,0,0,1,1,0,0
Clairemont Mesa,32.83246,-117.17517,Private room,4,1,2,4,65,1,10,1,100,0,0,0,1,0,0,1,0,1,0
Mission Bay,32.77398,-117.25346,Entire home/apt,8,2,3,5,190,2,360,61,98,0,1,0,0,0,1,0,1,0,0
Darnall,32.75241,-117.05001,Entire home/apt,7,1,3,4,182,2,29,52,100,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.79763,-117.23533,Entire home/apt,10,3,3,4,317,2,28,92,97,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79594,-117.25608,Entire home/apt,6,2,2,4,292,1,90,23,95,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79697,-117.25126,Entire home/apt,4,1,1,1,175,3,1125,7,100,0,1,0,0,0,1,0,1,0,0
Bay Park,32.7805,-117.197,Entire home/apt,4,1,1,2,123,7,15,30,95,0,0,0,1,0,0,1,1,0,0
Normal Heights,32.7571,-117.11732,Entire home/apt,5,1,2,3,150,2,1125,8,100,0,0,0,0,1,0,1,1,0,0
Gaslamp Quarter,32.70852,-117.15961,Entire home/apt,5,2,2,2,160,30,1125,3,100,0,0,1,0,0,0,1,1,0,0
Midtown,32.73655,-117.1715,Entire home/apt,4,2.5,3,3,357,2,1125,61,100,0,0,1,0,0,0,1,1,0,0
Kensington,32.76739,-117.1006,Entire home/apt,4,1,2,2,79,3,30,42,97,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.76291,-117.25134,Entire home/apt,5,1,2,4,138,2,1125,76,89,0,1,0,0,0,1,0,1,0,0
City Heights West,32.75265,-117.11977,Entire home/apt,4,1,1,2,102,1,1125,25,86,0,0,0,0,1,0,1,1,0,0
La Jolla,32.82832,-117.27595,Entire home/apt,6,1.5,2,3,173,3,1125,7,97,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82832,-117.27595,Entire home/apt,12,3.5,4,6,385,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
Scripps Ranch,32.8501,-117.01753,Private room,2,1.5,1,1,39,2,30,8,93,0,0,0,0,1,0,1,0,1,0
Loma Portal,32.74241,-117.22679,Entire home/apt,6,2.5,3,4,506,3,28,19,100,1,0,0,0,0,1,0,1,0,0
City Heights West,32.73173,-117.10632,Entire home/apt,16,2,3,8,197,1,1125,44,97,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.79768,-117.2334,Entire home/apt,16,5,5,8,854,2,28,1,100,0,1,0,0,0,1,0,1,0,0
Midtown,32.73396,-117.17192,Entire home/apt,6,1,1,7,119,1,365,4,80,0,0,1,0,0,0,1,1,0,0
Midtown,32.73569,-117.17163,Entire home/apt,8,2,2,6,229,1,365,14,93,0,0,1,0,0,0,1,1,0,0
La Jolla,32.84146,-117.26999,Entire home/apt,5,1,2,3,226,3,1125,49,100,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.70932,-117.13791,Entire home/apt,8,1,2,3,159,1,1125,6,93,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.70795,-117.1458,Entire home/apt,16,2,4,11,220,1,1125,33,84,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80059,-117.23224,Private room,2,1,1,1,94,7,31,20,100,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80391,-117.23213,Entire home/apt,7,1,2,5,219,4,28,43,97,0,1,0,0,0,1,0,1,0,0
North City,32.96805,-117.23702,Entire home/apt,8,3.5,4,4,388,30,1125,1,20,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76075,-117.25058,Entire home/apt,5,2,2,3,162,5,1125,19,89,0,1,0,0,0,1,0,1,0,0
Little Italy,32.72525,-117.16733,Shared room,1,1,1,1,31,1,14,77,86,0,0,1,0,0,0,1,0,0,1
Pacific Beach,32.80022,-117.25118,Entire home/apt,4,1,1,2,161,3,1125,10,94,0,1,0,0,0,1,0,1,0,0
Rancho Penasquitos,33.01665,-117.12785,Entire home/apt,6,4,4,5,550,5,28,3,100,0,0,0,0,1,0,1,1,0,0
East Village,32.7125,-117.15366,Entire home/apt,4,1,1,1,98,28,1125,24,96,0,0,1,0,0,0,1,1,0,0
Encanto,32.70233,-117.06349,Private room,2,1,1,0,29,1,3,5,92,0,0,0,0,1,0,1,0,1,0
Linda Vista,32.78127,-117.16582,Entire home/apt,15,3,4,8,378,3,7,22,99,0,0,0,1,0,0,1,1,0,0
Northwest,32.62722,-117.06725,Private room,2,1,1,1,40,1,365,26,97,0,1,0,0,0,1,0,0,1,0
La Jolla,32.83702,-117.28061,Entire home/apt,2,1,1,2,295,7,1125,1,100,0,1,0,0,0,1,0,1,0,0
University City,32.84664,-117.22372,Private room,5,1,2,3,100,7,90,3,93,0,1,0,0,0,1,0,0,1,0
Park West,32.72681,-117.15955,Entire home/apt,6,3.5,3,4,308,1,365,5,100,0,0,1,0,0,0,1,1,0,0
Bay Ho,32.82855,-117.21623,Entire home/apt,8,1,2,4,127,1,21,63,93,0,0,0,1,0,0,1,1,0,0
La Jolla,32.81384,-117.25188,Entire home/apt,6,2.5,3,3,300,2,60,18,99,0,1,0,0,0,1,0,1,0,0
Southcrest,32.68388,-117.1075,Private room,2,1,1,1,59,1,7,45,100,0,0,1,0,0,0,1,0,1,0
Loma Portal,32.75248,-117.23208,Entire home/apt,4,1,1,2,74,1,180,66,95,1,0,0,0,0,1,0,1,0,0
Normal Heights,32.76181,-117.12729,Entire home/apt,5,1,2,3,120,2,1125,13,86,0,0,0,0,1,0,1,1,0,0
Linda Vista,32.77713,-117.16474,Entire home/apt,12,2,4,4,277,1,1125,71,97,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.78763,-117.25352,Entire home/apt,8,2,3,5,389,2,1125,16,98,0,1,0,0,0,1,0,1,0,0
Northwest,32.62692,-117.09149,Entire home/apt,10,1.5,3,5,167,2,1125,19,87,0,1,0,0,0,1,0,1,0,0
Clairemont Mesa,32.83345,-117.18197,Private room,2,1.5,2,2,80,3,15,3,100,0,0,0,1,0,0,1,0,1,0
Pacific Beach,32.80412,-117.25414,Private room,1,1,1,1,40,1,1125,3,100,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.7978,-117.25605,Entire home/apt,8,2.5,3,4,213,1,1125,72,93,0,1,0,0,0,1,0,1,0,0
North Clairemont,32.82858,-117.19618,Private room,2,1.5,1,0,40,2,1125,3,87,0,0,0,1,0,0,1,0,1,0
Webster,32.72056,-117.08893,Entire home/apt,2,1,1,1,56,3,30,22,95,0,0,0,0,1,0,1,1,0,0
Loma Portal,32.7505,-117.24067,Entire home/apt,3,1,1,4,110,1,1125,124,97,1,0,0,0,0,1,0,1,0,0
Northwest,32.62872,-117.07136,Entire home/apt,5,1,2,2,153,1,1125,8,100,0,1,0,0,0,1,0,1,0,0
South Park,32.71868,-117.12189,Entire home/apt,2,1,1,1,47,3,1125,4,95,0,0,1,0,0,0,1,1,0,0
Midtown,32.74812,-117.15485,Entire home/apt,2,1,1,1,76,1,1125,63,96,0,0,1,0,0,0,1,1,0,0
Normal Heights,32.75909,-117.11864,Entire home/apt,2,1,1,1,75,2,5,12,100,0,0,0,0,1,0,1,1,0,0
City Heights West,32.74513,-117.10531,Private room,2,1,1,1,75,1,28,1,20,0,0,0,0,1,0,1,0,1,0
Rancho Bernadino,33.02864,-117.05493,Private room,2,1,1,1,75,1,90,10,100,0,0,0,0,1,0,1,0,1,0
Mission Valley,32.76921,-117.16733,Entire home/apt,6,2.5,2,4,134,2,28,31,93,0,0,0,1,0,0,1,1,0,0
Linda Vista,32.77096,-117.16588,Entire home/apt,6,2.5,2,4,138,2,28,28,96,0,0,0,1,0,0,1,1,0,0
Linda Vista,32.77112,-117.16564,Entire home/apt,6,2,2,4,140,3,28,20,93,0,0,0,1,0,0,1,1,0,0
Northwest,32.6331,-117.07532,Entire home/apt,8,2,3,4,199,7,90,7,97,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7917,-117.23751,Entire home/apt,4,1,1,2,104,1,1125,16,95,0,1,0,0,0,1,0,1,0,0
La Jolla,32.82244,-117.26043,Entire home/apt,10,3.5,4,4,1000,3,182,1,100,0,1,0,0,0,1,0,1,0,0
Mira Mesa,32.92344,-117.11891,Entire home/apt,8,2.5,4,5,300,4,365,30,99,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.79851,-117.25597,Entire home/apt,8,3.5,4,5,370,4,27,8,95,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79026,-117.23761,Entire home/apt,4,1,1,2,127,1,1125,40,87,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.78991,-117.24024,Entire home/apt,4,1,1,2,116,1,1125,33,93,0,1,0,0,0,1,0,1,0,0
Old Town,32.74378,-117.18523,Entire home/apt,4,1,1,2,110,1,28,74,93,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.79797,-117.25659,Entire home/apt,8,2,3,4,191,1,1125,54,90,0,1,0,0,0,1,0,1,0,0
Bay Park,32.77921,-117.19806,Entire home/apt,8,2,3,5,170,3,1125,5,100,0,0,0,1,0,0,1,1,0,0
Mira Mesa,32.90286,-117.14512,Entire home/apt,4,1,1,1,175,1,7,7,94,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78223,-117.25251,Entire home/apt,4,1,1,1,206,1,1125,66,95,0,1,0,0,0,1,0,1,0,0
Core,32.71546,-117.15531,Private room,2,1,1,1,50,3,30,2,90,0,0,1,0,0,0,1,0,1,0
Old Town,32.75036,-117.1653,Entire home/apt,6,2.5,2,2,235,3,180,13,98,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77406,-117.25187,Entire home/apt,6,1,2,3,125,2,360,42,96,0,1,0,0,0,1,0,1,0,0
Midtown,32.74402,-117.17841,Entire home/apt,3,1,1,1,100,2,1125,34,99,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.75233,-117.24356,Entire home/apt,4,1,1,2,89,2,1125,53,98,1,0,0,0,0,1,0,1,0,0
Serra Mesa,32.77715,-117.15322,Private room,2,1,1,1,90,1,5,6,92,0,0,0,0,1,0,1,0,1,0
Normal Heights,32.75581,-117.1105,Entire home/apt,4,1,1,1,121,2,1125,13,94,0,0,0,0,1,0,1,1,0,0
Pacific Beach,32.79812,-117.25524,Entire home/apt,8,2.5,3,4,199,1,1125,51,93,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80633,-117.25594,Entire home/apt,4,1,1,2,170,2,31,18,98,0,1,0,0,0,1,0,1,0,0
Park West,32.72869,-117.16834,Private room,2,2,1,1,101,2,1125,4,100,0,0,1,0,0,0,1,0,1,0
Mountain View,32.69789,-117.10807,Private room,2,1,1,2,75,1,14,1,100,0,0,1,0,0,0,1,0,1,0
Oak Park,32.742,-117.07619,Entire home/apt,2,1,1,1,51,3,30,44,94,0,0,0,0,0,0,0,1,0,0
Midtown,32.74574,-117.15498,Entire home/apt,4,1,1,2,142,2,1125,22,94,0,0,1,0,0,0,1,1,0,0
Talmadge,32.75876,-117.08611,Entire home/apt,6,1,3,3,124,3,28,66,98,0,0,0,0,1,0,1,1,0,0
Webster,32.72914,-117.08422,Private room,1,1,1,1,43,1,28,9,100,0,0,0,0,1,0,1,0,1,0
Mission Bay,32.77367,-117.25147,Entire home/apt,16,6,6,20,942,2,1125,1,100,0,1,0,0,0,1,0,1,0,0
Carmel Mountain,32.97685,-117.08514,Entire home/apt,8,2,2,4,175,30,30,8,100,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77758,-117.25139,Entire home/apt,4,1,1,2,116,1,1125,131,96,0,1,0,0,0,1,0,1,0,0
Park West,32.72835,-117.16795,Entire home/apt,8,2,3,3,220,2,1125,29,96,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.7535,-117.24875,Entire home/apt,8,2,2,4,423,7,39,2,40,1,0,0,0,0,1,0,1,0,0
City Heights West,32.7524,-117.10677,Private room,2,1,1,1,39,2,15,9,98,0,0,0,0,1,0,1,0,1,0
Ocean Beach,32.72961,-117.25367,Entire home/apt,8,3.5,4,5,517,5,60,18,93,1,0,0,0,0,1,0,1,0,0
La Jolla,32.82726,-117.27807,Entire home/apt,4,1,1,2,109,3,28,36,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.80153,-117.25882,Entire home/apt,8,2,2,4,297,4,28,3,93,0,1,0,0,0,1,0,1,0,0
Darnall,32.75027,-117.05894,Entire home/apt,6,1,3,3,195,2,1125,8,90,0,0,0,0,1,0,1,1,0,0
Old Town,32.74685,-117.18582,Entire home/apt,10,3,3,5,293,3,1125,4,90,0,0,1,0,0,0,1,1,0,0
Loma Portal,32.74436,-117.24678,Entire home/apt,5,1,2,3,140,2,1125,39,98,1,0,0,0,0,1,0,1,0,0
Wooded Area,32.71977,-117.23434,Entire home/apt,6,2.5,3,3,325,2,1125,9,91,1,0,0,0,0,1,0,1,0,0
Grant Hill,32.71066,-117.13921,Entire home/apt,6,1,2,3,149,3,1125,14,99,0,0,1,0,0,0,1,1,0,0
Del Mar Heights,32.95176,-117.25,Entire home/apt,9,2.5,3,5,329,15,60,5,96,0,1,0,0,0,1,0,1,0,0
La Jolla,32.81178,-117.26418,Entire home/apt,6,1.5,3,3,300,4,1125,2,100,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.8084,-117.25986,Entire home/apt,4,2,2,2,175,3,28,21,99,0,1,0,0,0,1,0,1,0,0
Linda Vista,32.79123,-117.18076,Private room,1,1,1,1,70,1,182,13,98,0,0,0,1,0,0,1,0,1,0
Pacific Beach,32.80583,-117.25746,Entire home/apt,14,5,5,7,402,3,1125,12,100,0,1,0,0,0,1,0,1,0,0
Bay Ho,32.82387,-117.21373,Entire home/apt,2,1,1,1,110,3,14,8,100,0,0,0,1,0,0,1,1,0,0
Pacific Beach,32.7956,-117.25056,Entire home/apt,6,2,2,0,250,2,1125,15,99,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79589,-117.24965,Entire home/apt,4,1,1,0,150,2,1125,3,100,0,1,0,0,0,1,0,1,0,0
Rancho Bernadino,33.02513,-117.08391,Private room,2,1,1,1,39,2,90,12,97,0,0,0,0,1,0,1,0,1,0
Roseville,32.728,-117.22764,Entire home/apt,2,1,1,2,120,1,2,12,93,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.78883,-117.25459,Entire home/apt,4,2.5,2,2,350,3,30,11,98,0,1,0,0,0,1,0,1,0,0
Old Town,32.75043,-117.17683,Entire home/apt,10,4.5,5,5,813,2,1125,18,99,0,0,1,0,0,0,1,1,0,0
Little Italy,32.72652,-117.16788,Entire home/apt,6,1,1,3,205,2,28,48,93,0,0,1,0,0,0,1,1,0,0
Little Italy,32.72719,-117.16982,Entire home/apt,6,1,1,3,224,2,28,69,93,0,0,1,0,0,0,1,1,0,0
Mira Mesa,32.92836,-117.14901,Private room,1,1,1,1,35,5,30,7,89,0,0,0,0,1,0,1,0,1,0
Pacific Beach,32.79708,-117.2281,Entire home/apt,4,2,2,2,175,2,11,5,96,0,1,0,0,0,1,0,1,0,0
City Heights West,32.74658,-117.11942,Entire home/apt,4,1,2,2,82,3,90,19,100,0,0,0,0,1,0,1,1,0,0
University City,32.8683,-117.22277,Private room,2,1,1,1,80,1,5,31,98,0,1,0,0,0,1,0,0,1,0
Pacific Beach,32.80328,-117.2381,Entire home/apt,12,2,4,6,640,1,365,4,100,0,1,0,0,0,1,0,1,0,0
Park West,32.72796,-117.16386,Entire home/apt,2,1,1,1,81,1,365,11,73,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.80128,-117.25904,Entire home/apt,6,1,1,3,251,4,28,7,94,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.57947,-117.03026,Entire home/apt,10,2.5,3,3,214,15,1125,9,96,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79825,-117.23269,Private room,2,2,1,1,52,2,7,2,100,0,1,0,0,0,1,0,0,1,0
Little Italy,32.72609,-117.16707,Entire home/apt,2,1,1,1,119,7,1125,6,93,0,0,1,0,0,0,1,1,0,0
Ocean Beach,32.73813,-117.25092,Entire home/apt,12,2.5,4,5,243,3,1125,26,98,1,0,0,0,0,1,0,1,0,0
Balboa Park,32.71587,-117.14487,Entire home/apt,6,1,2,4,108,2,1125,22,85,0,0,1,0,0,0,1,1,0,0
East Village,32.71211,-117.15427,Entire home/apt,4,1,1,1,148,4,1125,15,93,0,0,1,0,0,0,1,1,0,0
La Jolla,32.82829,-117.27599,Entire home/apt,6,2,2,3,173,3,1125,6,93,0,1,0,0,0,1,0,1,0,0
Valencia Park,32.70683,-117.0759,Entire home/apt,4,1,1,1,69,5,250,5,100,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.78618,-117.25322,Entire home/apt,12,4,5,8,397,1,365,8,100,0,1,0,0,0,1,0,1,0,0
Roseville,32.73094,-117.22471,Entire home/apt,5,1,2,4,135,30,360,10,100,1,0,0,0,0,1,0,1,0,0
Cortez Hill,32.72085,-117.15974,Entire home/apt,6,2,3,3,156,2,29,39,99,0,0,1,0,0,0,1,1,0,0
Pacific Beach,32.8119,-117.23253,Entire home/apt,12,2.5,4,6,821,2,1125,18,98,0,1,0,0,0,1,0,1,0,0
Grant Hill,32.71317,-117.14546,Entire home/apt,5,1,2,3,97,2,1125,26,82,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71378,-117.14465,Entire home/apt,6,1,2,3,98,2,1125,23,75,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71534,-117.1446,Entire home/apt,6,1,2,3,97,2,1125,30,87,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71429,-117.14576,Entire home/apt,5,1,2,2,102,2,1125,48,93,0,0,1,0,0,0,1,1,0,0
Southwest,32.62208,-117.04726,Entire home/apt,11,1,2,7,280,1,1125,22,92,0,0,0,0,1,0,1,1,0,0
Balboa Park,32.71415,-117.14464,Entire home/apt,5,1,2,2,114,2,1125,29,87,0,0,1,0,0,0,1,1,0,0
Balboa Park,32.71588,-117.14504,Entire home/apt,6,1,2,3,108,2,1125,35,91,0,0,1,0,0,0,1,1,0,0
Grant Hill,32.71238,-117.14402,Entire home/apt,6,1,2,3,97,2,1125,38,88,0,0,1,0,0,0,1,1,0,0
Mission Bay,32.77824,-117.25152,Entire home/apt,6,1,2,3,121,1,1125,109,90,0,1,0,0,0,1,0,1,0,0
Mission Valley,32.7729,-117.14042,Entire home/apt,8,2,2,4,129,1,1125,8,97,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.77922,-117.25312,Entire home/apt,11,2,3,6,552,3,61,10,92,0,1,0,0,0,1,0,1,0,0
Bay Ho,32.81096,-117.20606,Entire home/apt,2,1,1,1,73,2,7,64,100,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.75089,-117.24469,Entire home/apt,4,1,1,1,89,2,1125,64,98,1,0,0,0,0,1,0,1,0,0
Southwest,32.60299,-117.08895,Private room,2,1,1,1,43,30,1125,2,100,0,0,0,0,1,0,1,0,1,0
La Jolla Village,32.85519,-117.23246,Entire home/apt,6,3.5,3,3,130,21,1125,4,85,0,1,0,0,0,1,0,1,0,0
Northwest,32.63934,-117.08733,Entire home/apt,2,1,1,1,82,1,1125,57,95,0,1,0,0,0,1,0,1,0,0
Pacific Beach,32.79577,-117.24828,Entire home/apt,1,1,1,1,120,5,1125,4,100,0,1,0,0,0,1,0,1,0,0
Ocean Beach,32.73827,-117.25229,Entire home/apt,2,1,1,1,117,2,28,13,94,1,0,0,0,0,1,0,1,0,0
Mission Bay,32.7595,-117.25076,Entire home/apt,10,5,4,5,893,2,1125,5,84,0,1,0,0,0,1,0,1,0,0
South Park,32.71691,-117.12609,Entire home/apt,2,1,1,1,95,2,14,64,100,0,0,1,0,0,0,1,1,0,0
College Area,32.77621,-117.06523,Entire home/apt,3,1,1,2,110,6,1125,7,100,0,0,0,0,1,0,1,1,0,0
Del Cerro,32.78063,-117.08069,Entire home/apt,4,2,1,2,65,2,14,3,100,0,0,0,0,1,0,1,1,0,0
Lake Murray,32.80251,-117.00974,Private room,1,1,1,1,38,90,300,5,100,0,0,0,0,1,0,1,0,1,0
City Heights West,32.75143,-117.11819,Entire home/apt,4,1,1,2,87,1,1125,16,81,0,0,0,0,1,0,1,1,0,0
Mission Bay,32.77819,-117.25253,Entire home/apt,4,1,1,2,121,1,1125,119,94,0,1,0,0,0,1,0,1,0,0
Del Cerro,32.79647,-117.07543,Entire home/apt,16,3,5,12,699,3,1125,47,98,0,0,0,0,1,0,1,1,0,0
Roseville,32.72751,-117.23227,Entire home/apt,4,1,1,1,105,2,1125,38,99,1,0,0,0,0,1,0,1,0,0
Mira Mesa,32.90265,-117.14315,Private room,2,1,1,1,55,1,1125,24,93,0,0,0,0,1,0,1,0,1,0
West University Heights,32.76152,-117.15883,Entire home/apt,6,2,2,4,243,2,1125,2,100,0,0,0,1,0,0,1,1,0,0
Mission Bay,32.79115,-117.23902,Entire home/apt,4,1,1,2,114,1,1125,14,87,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.76705,-117.25214,Entire home/apt,6,1,2,3,163,3,1125,5,92,0,1,0,0,0,1,0,1,0,0
Mission Valley,32.77244,-117.13954,Entire home/apt,6,2,2,4,150,1,1125,2,100,0,0,0,1,0,0,1,1,0,0
Ocean Beach,32.74805,-117.24509,Private room,2,1,1,1,108,3,1125,5,100,1,0,0,0,0,1,0,0,1,0
Mission Bay,32.77403,-117.25103,Entire home/apt,16,5.5,5,8,928,2,1125,12,97,0,1,0,0,0,1,0,1,0,0
Del Mar Heights,32.93321,-117.24802,Entire home/apt,10,2,3,5,381,3,545,2,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.79394,-117.2311,Entire home/apt,4,1,1,1,98,30,90,11,100,0,1,0,0,0,1,0,1,0,0
Mission Bay,32.7858,-117.25352,Entire home/apt,2,1,1,1,102,2,28,17,92,0,1,0,0,0,1,0,1,0,0
University City,32.86803,-117.22829,Entire home/apt,4,1,1,2,126,25,1125,11,98,0,1,0,0,0,1,0,1,0,0
Park West,32.72369,-117.16412,Entire home/apt,4,1,1,2,113,1,1125,50,95,0,0,1,0,0,0,1,1,0,0
Cortez Hill,32.72375,-117.16509,Entire home/apt,4,1,1,2,93,1,1125,68,92,0,0,1,0,0,0,1,1,0,0
La Jolla,32.84953,-117.25533,Entire home/apt,8,3,4,6,416,3,1125,1,100,0,1,0,0,0,1,0,1,0,0
La Jolla,32.85123,-117.25474,Entire home/apt,16,7,10,15,1071,6,1125,1,60,0,1,0,0,0,1,0,1,0,0
East Village,32.71126,-117.15486,Entire home/apt,4,1,1,1,165,2,1125,49,95,0,0,1,0,0,0,1,1,0,0
Linda Vista,32.78738,-117.16528,Entire home/apt,12,3,5,8,164,2,1125,54,96,0,0,0,1,0,0,1,1,0,0
Normal Heights,32.76988,-117.11436,Entire home/apt,3,1,1,2,160,1,1125,68,99,0,0,0,0,1,0,1,1,0,0
Serra Mesa,32.78834,-117.12734,Entire home/apt,4,1,1,1,435,4,30,4,100,0,0,0,0,1,0,1,1,0,0
West University Heights,32.76087,-117.15355,Private room,2,1,1,1,35,1,25,7,71,0,0,0,1,0,0,1,0,1,0
Emerald Hills,32.7095,-117.07335,Entire home/apt,9,1.5,3,6,272,3,1125,7,91,0,0,0,0,1,0,1,1,0,0
